Placa,Ano,Modelo
LXB9951,1990.0,MONZA SL
MBU5531,2001.0,CG 125 TITAN ES
IMF3353,2004.0,XTZ 125K
AQC4743,2008.0,CBX 250 TWISTER
CZJ4887,1980.0,CHEVETTE HATCH
IIT1920,1992.0,T113 H 4X2 320
NFM3385,2004.0,L 1620
JGZ1519,2006.0,ASTRA HB 4P ADVANTAGE
BWY9324,1975.0,L 1513
CDH3833,1990.0,VERONA GLX
KML4287,2000.0,SAVEIRO SUMMER 1.8
LYR0631,1982.0,L 1113
ILV7528,2004.0,CARGO 2422 T
DPC5024,2008.0,K2500 HD
IVF4400,2003.0,CIVIC LX
EIU0752,2009.0,SIENA FIRE FLEX
LYD7791,1996.0,FORD ESCORT GL 16V H
MGD8011,2007.0,CBX 250 TWISTER
LZT2596,1989.0,CG 125 TODAY
MGS3713,2008.0,HR HDB
LXR2526,1992.0,UNO FIORINO 1.5
MER6913,2007.0,K2500 LD
MFW5548,2007.0,CG 125 FAN
LZF9588,1997.0,A.GUERRA
MDZ7686,2007.0,FOCUS 1.6 FLEX HA
MEY8015,2008.0,STRALISHD 570S42TN
MIT4250,2009.0,24.250 CNC 6X2
NKQ9735,2008.0,FH 440 4X2T
CKH3746,1997.0,CORSA WIND
MCD9166,2002.0,CORSA WIND
LXG6244,1984.0,VOYAGE LS
LZT5846,1994.0,CG 125 TODAY
MGQ8059,2009.0,CG150 TITAN MIX EX
MAW0942,1999.0,GOL 16V
DHQ0250,2003.0,SAVEIRO 1.6 SUPERSURF
MHB5462,2007.0,CG 150 TITAN KS
GZD8808,2001.0,PALIO EX
ATC3777,2008.0,CARGO 2428 E
NDB1460,2004.0,R124 GA4X2NZ 400
MEY3177,2008.0,GOL 1.0 GIV
IRB7167,2010.0,G 420 A6X2
DSB3887,2006.0,CELTA 2P LIFE
MHD2632,2007.0,DELKA TA
MHU4196,2010.0,G 380 A4X2
MDZ9914,2008.0,UNO MILLE FIRE FLEX
MHB7416,2010.0,ER-6N
MDM6178,2004.0,CG 150 TITAN KS
MQK5957,2005.0,COROLLA XEI18VVT
MBM9572,2001.0,CLIO RT 1.6 16V
MDU9504,2007.0,CG 125 FAN
LZK6388,1988.0,CG 125
BED8000,1992.0,T113 H 4X2 360
DIP8070,2002.0,ZAFIRA CD
LWU5516,1972.0,FUSCA 1500
JTH1393,1994.0,R113 E 6X4 360
ILN2580,2003.0,FIESTA EDGE
MHY5073,2010.0,KOMBI FURGAO
ARF6710,2009.0,CORSA HATCH PREMIUM
LTZ3149,2010.0,SANDERO EXP 16
ASR8761,2010.0,CELTA 2P LIFE
IJY5757,2001.0,R124 GA6X4NZ 420
ARB8077,2009.0,GOL 1.0
MDV8483,2007.0,UNO MILLE FIRE FLEX
MCV2240,1998.0,CORSA WIND
BAG0921,2010.0,XJ6 N
MDY2719,2004.0,450S38T
ATP3151,2009.0,L 1620
GQF2426,1994.0,FIORINO 1.0
MJG1717,2009.0,A3 SPB 2.0T FSI
LZH5982,1998.0,VECTRA CD
ICH2664,1972.0,MERCEDES BENZ
LZR4610,1990.0,L 1418
BUK1210,1995.0,KADETT SPORT
MGD3279,2008.0,FIT EXL FLEX
DPC4320,2008.0,AXOR 2035 S
MEH5234,2008.0,CG 125 FAN
PMH9998,2014.0,XTZ250 TENERE
MIY9839,2010.0,TIIDA 18S FLEX
LWR0088,1991.0,F1000 SS
MEA6645,2008.0,XTZ 125K
APX5352,2007.0,CG 125 FAN
ATP4070,2010.0,RANDONSP SRFG CG
MFZ9621,2007.0,CG 150 TITAN KS
LZE4303,1982.0,L 608 D
MFA7358,2007.0,C4 PALLAS20GLM
AQZ4980,2009.0,UNO MILLE WAY ECON
DDM9157,2001.0,GOL SPECIAL
IGU3779,1997.0,T113 H 4X2 360
MGG8727,2009.0,KA FLEX
MEU9361,2007.0,CIVIC LXS FLEX
MEQ4272,2004.0,CG 150 TITAN ESD
KQC8842,1980.0,CHEVETTE
MID5241,2011.0,CG 125 FAN KS
CVP3631,2001.0,13.180
MEF9955,2008.0,CG 150 TITAN ESD
AQZ0398,2008.0,BIZ 125 ES
AUD2042,2011.0,MIRAGE 150 50
MGF0504,2009.0,BIZ 125 ES
MGM7772,2006.0,CG 150 TITAN KS
IOC9610,2007.0,KA GL
MGL9573,2008.0,BOXER F350LH HDI
AQH6762,2008.0,CBX 250 TWISTER
LYL5034,1997.0,KADETT GL
MGD3278,2007.0,FIESTA SEDAN FLEX
MDG9677,2004.0,C3 O VERSOLATO
MIW0377,2011.0,BIZ 125 ES
MFR4764,2008.0,PALIO FIRE FLEX
MEA4364,2008.0,CLASSIC LIFE
LZS9429,1997.0,14.220
MEW4522,2005.0,CG 150 TITAN KS
HCI4156,2004.0,PALIO FIRE
MAZ0252,2000.0,UNO MILLE EX
NBB3088,1996.0,NL12 360 4X2T EDC
MBI0982,2000.0,GOL 16V
AWC6170,2012.0,CARGO 1933 TL
MBI2205,2001.0,C100 BIZ ES
MIX9073,2011.0,BIZ 125 KS
MFX6561,2007.0,ASTRA SEDAN ADVANTAGE
DON7532,2004.0,GOL 1.0
LZC4181,1997.0,PALIO ED
AQQ3623,2008.0,STILO SPORTING DUAL
MFI2482,2005.0,FIESTA SEDAN1.6FLEX
BTO1642,1998.0,FH12 380 4X2 T
MJY6338,2011.0,CG 125 FAN KS
AWF7844,2012.0,FOX 1.6 GII
MDN2849,2004.0,CBX 250 TWISTER
EYM5490,2012.0,FIESTA 1.6 FLEX
MGW0781,2008.0,CIVIC LXS FLEX
MFY1006,2008.0,CLIO CAM1016VH
APU3310,2008.0,GOL 1.0
MGJ6013,2009.0,CIVIC LXS FLEX
MGV4867,2010.0,STRADA ADVENTURE CD
MJW5613,2012.0,MONTANA LS
ARJ8776,2009.0,MEGANEGT DYN 16
KRA1649,1996.0,R113 H 4X2 360
MBI5306,2000.0,T124 GA4X2NZ 360
MBP8643,2002.0,CARGO 1622
MIO4972,2010.0,DAILY55C16 CS
MEU1528,2007.0,CG 125 FAN
MCK3404,2004.0,FIELDER
MJH3877,2011.0,UNO VIVACE 1.0
MFO3796,2008.0,207HB XR
DIR0463,2002.0,SCENIC RT1.6 16V
MDU8314,2007.0,CG 125 FAN
MHF3025,2009.0,SIENA EL FLEX
MAZ2919,1998.0,FIORINO IE
ASZ4825,2010.0,CARGO 2628 E
MBX5584,2003.0,CG 125 TITAN KS
MHV6183,2010.0,T4 TDI 3.0
MHV1840,2006.0,24.250 CNC 6X2
AVR8585,2010.0,TECTOR 240E25
LZS9881,1989.0,LS 1934
LYG9905,1991.0,ESCORT 1.8 GL
MJK1991,2011.0,SANDERO AUT1016V
MHM2372,2007.0,SCENIC AUT 1616V
MFE2321,2005.0,SCENIC EXP 1616V
FCB0675,2011.0,VM 260 6X2R
MEV6416,2008.0,GOL 1.0 GIV
MCL7147,2003.0,CG 125 TITAN KS
NFD7183,2004.0,GOL 1.0
MCK4149,2001.0,FH12 380 4X2T
IHU6961,1990.0,L 2318
LYZ7192,1985.0,CB 450
MFE4625,2008.0,BIZ 125 ES
MIE9856,2010.0,AXOR 2544 S
IGY2490,1997.0,PALIO EDX
KKV9677,2000.0,ASTRA GL
MFV2087,2009.0,UNO MILLE ECONOMY
LKJ5094,2007.0,GOL 1.0
MFV3665,2009.0,CG150 TITAN MIX KS
MJB2056,2011.0,MPOLO PARADISO R
MIP8120,2010.0,8.120 EURO3
LYO9262,1997.0,CG 125 TITAN
MAJ0062,1999.0,GOL 16V
ATP1559,2010.0,COMET 250R
MEK4018,2006.0,PRISMA JOY
MFE3315,2008.0,BIZ 125 ES
MDM8285,2007.0,SIENA 1.4 TETRAFUEL
AUF6660,2011.0,CARGO 2428 CNL
IIV1099,1999.0,ASTRA GL
MED4186,2007.0,SUZUKI EN125 YES
MJY9660,2011.0,FH 440 6X4T
AUM4889,2011.0,COMET 250
MHH2650,2004.0,DELKA MU
IRF7291,2010.0,PIKO JUL
MBS1714,2003.0,ASTRA HATCH 5P CD
MLB8826,2013.0,FIESTA HA 1.5L S
MFZ7942,2006.0,CG 150 TITAN KS
MIB6893,2011.0,FOX 1.0 GII
MLP8189,2014.0,LOGAN EXPR 1016V
AZA5428,2014.0,CASA DE RODA CR D
OKG7627,2014.0,CARRECAR CRMO
MLN1076,2013.0,ONIX 1.4MT LT
FLX2095,2013.0,LINEA ESSENCE 1.8
MII0248,2011.0,BIZ 125 ES
MBR4432,2001.0,TOSIN NTB182
MFL9773,2008.0,VOYAGE 1.6 COMFORTL
MKI3173,2012.0,GOL 1.0 GIV
ASE9666,2009.0,PAJERO HPE 3.2 D
MBS0119,2000.0,GOL 1.0 PLUS
MJN5088,2011.0,DUSTER 16 4X2
MDQ1425,2007.0,CBX 250 TWISTER
MHK3711,2009.0,CB 300R
MKB8586,2012.0,CIVIC LXL
MHC2359,2009.0,PRISMA MAXX
AQU4388,2008.0,CELTA 2P LIFE
MMD7899,2011.0,S10 ADVANTAGE S
BBR7020,1993.0,FIAT TIPO 1.6 IE
ATV7040,2011.0,UNO WAY 1.4
NES4234,2014.0,CG150 FAN ESDI
MFR5728,2007.0,PRISMA MAXX
MLT2015,2013.0,ATEGO 2429
HIK8511,2008.0,GOL 1.0 GIV
OVT0329,2014.0,TRAILBLAZER LTZ AG4
ART8466,2009.0,L 1318
AYV3466,2014.0,CG150 FAN ESDI
QIA0017,2015.0,HILUX CD4X4 SRV
KIX0101,2005.0,CERATO GLS 1.6N1
IOR5815,2008.0,SCENIC EXP 1616V
BAO9663,2016.0,PCX 150
MLO7708,2013.0,CB 300R
MMH5671,2012.0,LOGAN EXP 16 HP
MFK3983,2008.0,STRADA TREK CE FLEX
MID8138,2010.0,24.250 CNC 6X2
MAY0973,2000.0,710
AZI8113,2014.0,24.280 CRM 6X2
AUW0195,2011.0,S10 EXECUTIVE D 4X4
DGA8414,2002.0,GOL 16V TURBO
BQA9056,1983.0,F1000
MMJ5859,2012.0,I30 2.0
MMC6774,2014.0,DUSTER 20 D 4X4
MLX7723,2013.0,SPACEFOX
NHL5619,2008.0,FIESTA FLEX
MKO7508,2012.0,CIVIC LXS
MLV8082,2014.0,FAZER YS250
ARS7581,2009.0,FACTOR YBR125 ED
DRA3013,2007.0,CLIO AUT 10H3P
IXF5918,2016.0,ECOSPORT FSL 1.6B
FLH6735,2013.0,POLO 1.6
MBH1257,1999.0,CG 125 TITAN
MCY3659,2003.0,CG 125 TITAN KS
OQE8644,2013.0,IDEA ATTRACTIVE 1.4
MMB5242,2014.0,STRADA WORKING
MGY2105,2009.0,DUCATO CARGO
MLV8908,2013.0,CARGO 2429 L
MSJ0384,1991.0,UNO FIORINO 1.3
LZA7487,1997.0,PALIO EDX
LCX3708,1999.0,A3 1.8
MHT7656,2010.0,GOL 1.0
MJJ9437,2012.0,UNO VIVACE 1.0
MIR9109,2010.0,KA FLEX
MKE2340,2013.0,FIESTA 1.6 FLEX
AWL1277,2016.0,S10 LTZ FD4
HLH0037,2010.0,PRISMA MAXX
MMC4763,2013.0,RANGER XLS CD2 25
MIV1979,2010.0,PAJERO HPE 3.2 D
KHV8203,2008.0,LF110 2G
MLN2541,2012.0,SANDERO EXP1016V
MBJ8561,2001.0,8.150
MKQ5501,2011.0,9800I 6X2
MHA3520,2003.0,C100 BIZ
MBR2682,2001.0,UNO MILLE SMART
MCD9871,2006.0,CG 150 TITAN KS
MJS9011,2012.0,GOL 1.0
MIU6673,2011.0,TRANSIT 330C TM
IXM8359,2016.0,PRISMA 1.4AT LT
MER7468,2007.0,RANGER XLS 13P
MGU6267,2010.0,CELTA 4P SPIRIT
MJE7574,2011.0,MASTER CC 2.5DCI
MAA1173,2005.0,C100 BIZ ES
AWL6599,2013.0,UNO VIVACE 1.0
MBL1911,2000.0,L 1620
HSA7556,2002.0,PALIO FIRE
MCB9490,1997.0,CORSA WIND
AWX7997,2013.0,NOVA SAVEIRO CS
CSI8924,2012.0,UNO MILLE ECONOMY
MLD0820,2006.0,SCENIC EXP 1616V
MJB8648,2011.0,PAJERO DAKAR D
MLO9240,2014.0,GLA200
MJC1732,2011.0,GOL 1.0 GIV
KPX8337,2014.0,NOVA SAVEIRO CE
MKT2761,2012.0,ONIX 1.0MT LT
MKM7783,2013.0,208 GRIFFE
MDN1238,2004.0,FIESTA SEDAN
MKI9751,2012.0,SAVEIRO 1.6 CE
APV5921,2008.0,UNO MILLE FIRE FLEX
MKJ8123,2012.0,FIORINO FLEX
MBW8046,2002.0,CBX 250 TWISTER
MIB7382,2010.0,FOCUS 2L HC FLEX
MAP5732,1999.0,GOL SPECIAL
LZN9415,1985.0,CG 125
MII6368,2011.0,JETTA 2.0
MKU7002,2014.0,ATRON 1635 S
MFA3233,2008.0,CG 125 FAN
MBY9002,2001.0,NOMA SRT3E27 CL
QHP8125,2015.0,RECLAL MT RC
QHX5192,2016.0,CG150 START
MJH0798,2011.0,CG150 FAN ESDI
MJO8979,2011.0,207HB XR
QIA0044,2015.0,GOLF VARIANT HL AA
MIJ1092,2010.0,DAILY55C16 CS
MMF4621,2013.0,NXR150 BROS ES
IWS8065,2015.0,GAUCHO RG2
MBS8381,2001.0,GOL SPECIAL
MLI1709,2013.0,MARCH 16SR FLEX
OKF1294,2014.0,24.280 CRM 6X2
IND5308,2006.0,FH12 420 6X2T
AQE6916,2008.0,LOGAN AUT 1016V
MKH0511,2013.0,NEXT 250
MIK4388,2011.0,BIZ 125 ES
LCL3070,1998.0,A3
MFP3766,2008.0,BIZ 125 ES
QII0531,2016.0,CG 125I FAN
PIP5739,2016.0,NEO 125
LZL4662,1993.0,KOMBI FURGAO
QIS7647,2017.0,FOX TRACK MCV
QIJ8798,2017.0,RECLAL CA RC
LYN7049,1991.0,PARATI CL 1.8
QIR9500,2015.0,RANDON SR CA
BIS5938,1994.0,BODE RL1
MDP7095,2007.0,PALIO ELX FLEX
MHN1878,2010.0,UNO MILLE ECONOMY
OVC6666,2013.0,L200 TRITON HPE D
MHF0130,2005.0,206 10 SENSAT
ASS9315,2010.0,UNO WAY 1.0
MGM5902,2006.0,TUCSON GL 20L
IRQ2209,2010.0,TUCSON GLB
NJD0592,2008.0,HILUX CD4X4 SRV
QHJ1460,2015.0,FIESTA SD 1.6LTIA
BBS0659,2015.0,C180
FFM3434,2008.0,JETTA VARIANT
OVT0330,2014.0,TRAILBLAZER LTZ AG4
FKI3615,2013.0,FOCUS HC FLEX
IJN5562,1988.0,ARTESANAL
MEU3476,2008.0,CG 150 TITAN KS
EFV0729,2010.0,G 380 A4X2
MHY3886,2010.0,CG 150 FAN ESI
IIB3324,1998.0,XSARA GLX 16V
IXS4086,2017.0,CIVIC TOURING CVT
ILD2141,2002.0,MEGANE RXE 2.0
MHC3274,2009.0,CG 125 CARGO KS
MFA2423,2008.0,ASTRA HB 4P ADVANTAGE
MIO7079,2010.0,CERATO EX3 1.6MTNB
FIQ7222,2013.0,PALIO FIRE ECONOMY
MFD5437,2008.0,SIENA 1.4 TETRAFUEL
AQH8207,2007.0,PART F 800K 16
BAT1851,2016.0,LOGAN EXPR 16 M
QIH0529,2017.0,CG 160 START
FYB1063,2017.0,TIGER EXPL XCA
BRL1128,1994.0,FIAT TIPO 1.6 IE
MFR3310,2003.0,710
QIU1671,2017.0,ETIOS SD XS 15 AT
ICD2903,1990.0,PARATI LS
LWU6744,1995.0,PAMPA L
IQQ0753,2010.0,PUNTO ELX 1.4
MLM6980,2014.0,DUSTER 16 D 4X2
QIN7464,2016.0,TORO VOLCANO AT D4
MLP7805,2013.0,EVOQUE DYNAMIC 5D
MLF3111,2012.0,9.160 DRC 4X2
MMH6222,2013.0,RANGER XLS CD4M32
QIG9786,2016.0,HB20 1.0M COMFOR
MLV8419,2011.0,GOL 1.0
MHH8077,2010.0,P 340 A4X2
MKS6453,2013.0,KA FLEX
MKK7175,2013.0,FOX 1.0 GII
MGE9483,2009.0,IDEA ELX FLEX
NEQ8672,2014.0,RANGER LTD CD2 25
QIO2762,2016.0,C3 PTECH M ATTR
OKG6830,2014.0,LOGAN EXPR 1016V
IXX9802,2009.0,GUERRA AG GR
MDM5473,2007.0,FIESTA SEDAN FLEX
QAQ2287,2018.0,JETTA RL AF
QIF0053,2017.0,RECLAL BU RC
QHN2071,2015.0,PRISMA 1.4AT LTZ
QIS3064,2018.0,KA SE 1.0 HA B
MDW8708,2005.0,206 14 HOLIDAY
AYQ6203,2014.0,MONTANA LS
IYM5630,2018.0,ONIX 1.4AT ADV
IMP1259,2005.0,NH12380 4X2T
QNV2474,2018.0,NOVO VOYAGE TL MBV
APY2888,2013.0,CITY DX FLEX
MFW3407,2009.0,CG 125 FAN ES
MBV2395,2003.0,CG 125 CARGO
MDN3703,2007.0,CIVIC LXS
AYW3027,2014.0,A4 2.0TFSI
QID7434,2017.0,CAPTUR ZEN 16M
MEI4970,1999.0,8.140
FYD9517,2017.0,WR-V EX CVT
BSO2485,1995.0,CG 125 TITAN
MLT7515,2013.0,NOVA SAVEIRO CS
LXB7446,1995.0,S10
AYE9143,2013.0,FREEMONT PREC AT6
LWZ1693,1988.0,OPALA ESPECIAL
MBB8707,1999.0,CORSA WIND
IUM0912,2013.0,SANDERO STW 16HP
QHP9699,2016.0,TUCSON GLSB
BBM2881,2017.0,NOVO VOYAGE CL MBP
MEL0545,2008.0,FIT LX
QQE7525,2019.0,C4CACTUS FEEL A
MGR6829,2009.0,CAPTIVA SPORT AWD
JNO8590,1997.0,VECTRA GLS
LYA3193,1974.0,F600
AWV3259,2013.0,UNO MILLE ECONOMY
ASY6710,2010.0,SCENIC AUT 1616V
MJS9045,2012.0,BIZ 125 ES
KVC7154,2009.0,CORSA SEDAN MAXX
MGI1179,2008.0,PICANTO EX2 1.0L
MFU6318,2014.0,FIESTA SEDAN FLEX
DFV0861,2003.0,UNO MILLE FIRE
MBE2391,2000.0,KIA SPORTAGE TURBO
MES6357,2007.0,C3 EXCL 14 FLEX
QIF8724,2017.0,HB20S 1.6M COMF
MLN9589,2011.0,C3 GLX 14 FLEX
IMO1953,2005.0,GOL 1.0
MIY2396,2011.0,MEGANEGT DYN 16
MHZ7338,2010.0,FAZER YS250
QJG6408,2018.0,CG 160 START
QIM9381,2016.0,PRISMA 1.0MT LT
MKI1231,2012.0,STRADA FIRE FLEX
QHY9201,2016.0,UP MOVE MB
HIE4869,2011.0,FIESTA FLEX
IVK6893,2014.0,FH 460 6X2T
QHM6799,2015.0,KA SE 1.0 HA
MGC2485,2009.0,CLASSIC LIFE
PJC0012,2014.0,PAJERO HPE 3.2 D
QIP0624,2016.0,FOX TL MCV
QIO5262,2017.0,BIZ 110I
IVY1992,2014.0,CLIO EXP1016VH
BGP1180,1991.0,SANTANA GLS 2000
PAO4778,2015.0,L200 TRITON GL D
QIB4630,2016.0,NXR 160 BROS
MJO5620,2013.0,BIZ 125 EX
QIH8157,2017.0,ONIX 1.0MT LT
MGO2088,2010.0,BIZ 125 ES
ETL7048,2010.0,AZERA 3.3 V6
QJW4187,2019.0,KWID ZEN 10MT
IYR6946,2018.0,HILUX CDCLEA4JD
DMG3963,2003.0,PALIO FIRE
HOF5396,2011.0,STRALIS 490S41T
MHX2899,2010.0,SIENA FIRE FLEX
MIF4053,2011.0,SUZUKI GSX650F
JHQ4191,2010.0,LIVINA 16S
QHU4991,2014.0,TGX 29.440 6X4 T
MFW9477,2009.0,CORSA SEDAN PREMIUM
MLZ2488,2014.0,CB 500X
CPY4B55,1997.0,PALIO EDX
CTA9H70,2000.0,ASTRA MILENIUM
AVV7863,2012.0,FIESTA SEDAN1.6FLEX
QIT8152,2017.0,PRISMA 1.4AT LTZ
INH0764,2006.0,GOL 1.0
IWW3776,2015.0,ETIOS SD XLS
MDG7631,2003.0,FIESTA
AVP1346,2012.0,CARRECAR CR2E
BCW6E23,2018.0,AMAROK CD 4X4 COMF
ASX1981,2008.0,PTCRUISER LTD
QIH3718,2017.0,XTZ150 CROSSER E
MLR5976,2013.0,CG 150 TITAN EX
BCF1875,2011.0,SANDERO PRI 16
ETZ9928,2011.0,SANDERO AUT1016V
MCK4558,2002.0,CBX 200 STRADA
IMN3387,2005.0,PALIO FIRE FLEX
AZO0233,2015.0,MASTER MBUS L3H2
QJV7044,2019.0,CRETA 20A PRESTI
RAC9391,2020.0,KWID ZEN 10MT
KZK9G26,2018.0,SENTRA 20SV CVT
JPH0246,2001.0,ASTRA MILENIUM
HBY4931,2011.0,CERATO EX3 1.6MTNB
MBF4401,2000.0,CORSA WIND
MDW9427,2006.0,LS 1634
BWV9281,2019.0,24.280 CRM 6X2
QHN7538,2015.0,CG150 START
IRK3280,2010.0,NEO AT115
CVN5987,2011.0,710
MBA1573,2001.0,CG 125 TITAN KS
RAE0915,2019.0,T CROSS TSI AD
FOJ9146,2017.0,208 ALLURE MT
QHK1684,2015.0,SANDERO EXPR 10
QJQ6014,2019.0,CAB 500 CA
NXT5342,2013.0,AMAROK CD 4X4 S
QII8296,2016.0,ONIX 1.0MT LT
ETZ7A70,2017.0,ACTROS 2546LS
QIA3441,2015.0,ONIX 1.0MT LS
AXR9A03,2018.0,FH 540 6X4T
MFQ8887,2009.0,CG 125 CARGO KS
MLE7499,2014.0,SANDERO EXPR 10
EOF4454,2010.0,17.250 CLC
GIN6164,2017.0,GLA200FF
AXZ5J72,2014.0,COROLLA XEI20FLEX
BBC2A17,2015.0,AIRCROSS FEEL A
QUQ0060,2019.0,GOL 1.0L MC4
QHO7522,2016.0,HR-V EXL CVT
MLN4237,2014.0,ONIX 1.4AT LT
MMK8335,2014.0,CG150 FAN ESDI
AQF2248,2008.0,SANDERO EXP1016V
QHZ1168,2016.0,YS150 FAZER SED
MCK7455,2004.0,CELTA 2P LIFE
BEO3C23,2009.0,VOYAGE 1.0
OKD4477,2018.0,CIVIC EXL CVT
QIB3957,2016.0,PRISMA 1.4MT LTZ
FFR4J16,2012.0,MONTANA LS
MFB5513,2008.0,CG 125 FAN
QJW4C50,2019.0,HILUX CDSRXA4FD
MLW2357,2014.0,DUSTER 20 D 4X2A
MMB6112,2013.0,TIGUAN 2.0 TSI
QJU4845,2019.0,NOVA SAVEIRO RB MBVS
QHT9873,2016.0,CG 160 START
IXC4475,2015.0,ATEGO 2430
IMD0461,2004.0,R124 GA4X2NZ 400
QJL8999,2016.0,HILUX CDSR A4FD
FKS3994,2014.0,HB20S 1.6M COMF
QCO6231,2017.0,MT03 ABS
MFN8538,2007.0,FIESTA 1.0F TRAIL 5
QWX0319,2019.0,ETIOS SD XPLUS AT
BDR4A72,2019.0,COMPASS LIMITED F H
MMF3816,2014.0,FIESTA HA 1.5L S
JPB5671,2000.0,GOL 16V
BDK6E55,2019.0,CG 160 TITAN
KDA8145,1996.0,KOMBI
QJZ4690,2019.0,VIRTUS MF
MAM9519,1998.0,CORSA WIND
MVI5690,2000.0,RANGER XL 12D
OMB9897,2012.0,GOL 1.0
MFQ4255,2009.0,SANDERO EXP1016V
PUB7630,2014.0,UNO VIVACE 1.0
FXX8004,2016.0,GLE400 CO
IZK0A58,2019.0,R450 A6X2
QIL3686,2017.0,COMPASS TRAILHAWK D
MFJ2500,2001.0,FOCUS GHIA 2.0LFC
MGI4275,2009.0,CG 125 FAN KS
QHD2529,2015.0,CB 250F TWISTER
ASE2125,2009.0,SIENA EL FLEX
QTL8H28,2019.0,TORO VOLCANO AT9 D4
QHM8036,2015.0,SANDERO STEP 16
LTZ1747,2007.0,CG 150 SPORT
MIP2039,2010.0,HR HDB
BBQ3007,2017.0,FUSION SEL GTDI
MBJ2857,2000.0,C100 BIZ ES
QUV8J25,2019.0,KA SE 1.0 HA C
OMI3090,2012.0,FREELANDER2 SD4 S
RKW7E67,2020.0,ATEGO 2730B6X4
RDS9B69,2020.0,HB20 10M SENSE
MIX5668,2011.0,L200 TRITON 3.2 D
MKN0388,2012.0,FOCUS HC FLEX
FUT3539,2018.0,313CDISTREET C
RLE6C92,2021.0,RANGER XLSCD4A22C
BAW3A99,2021.0,AXOR 2036 S
QHR6421,2015.0,24.280 CRM 6X2
RLP1J67,2021.0,FH 540 6X4T
LPH7980,2008.0,SANDERO EXP 16
QHF8144,2015.0,CG150 START
FIB8404,2012.0,DOBLO ADV 1.8 FLEX
GII8780,2017.0,GLA200FF
MFF0787,2008.0,CG 125 FAN
MFI5901,2006.0,PALIO FIRE FLEX
QHK3389,2015.0,C3 120A EXCLUSIV
MHW8146,2010.0,S10 EXECUTIVE D
PLN1B40,2018.0,ISIDOC CIA 1502
JGA7A10,2001.0,S10 DE LUXE 2.8 D 4X4
BWW3F02,2019.0,HILUX CDSRXA4FD
ILV4449,2004.0,R124 GA4X2NZ 400
BCD9974,2018.0,CG 160 FAN
AUD4E86,2011.0,SANDERO EXP 16
RHK9B83,2021.0,TECTOR 240E30SID
AXN9923,2013.0,REBOCAR REB D01
MFE5G20,2001.0,CORSA WIND
RAE0010,2019.0,FH 540 6X4T
QIQ6669,2017.0,RENEGADE SPORT AT D
QIN6787,2017.0,R 440 A4X2
DXV7169,2007.0,POLO SEDAN 1.6
MFB4J15,2008.0,PUNTO ELX 1.4
JAX7G94,2021.0,TECTOR 240E28
NWN6C36,2011.0,MPOLO PARADIS DDR
MIS5733,2011.0,FOX 1.6 PRIME GII
QIU3976,2017.0,ACCELO 815
EGK2641,2010.0,AX0R 1933 S
QIQ0231,2017.0,2008 ALLURE AT
BEP6F89,2020.0,RANGER XLTCD4A32C
QQL4H44,2019.0,MOBI LIKE
MGT1B19,2007.0,MEGANEGT DYN 20
BBY5B20,2018.0,STRADA WK CC E
LRS8233,2014.0,SIENA EL 1.0 FLEX
RLO3D31,2022.0,HILUX SWSRXA4FD
RLJ7G73,2021.0,FH 540 6X4T
REA7E75,2020.0,30.280 CRM 8X2
MIB9934,2010.0,DUCATO CARGO
SHB3C16,2022.0,HB20 10M LIMITED
EKN4998,2009.0,SPACEFOX
RDY3D72,2020.0,POLO MF
RAE4D42,2019.0,TORO FREEDOM AT6
MLM9897,2013.0,HB20 1.0M COMFOR
RLJ8I80,2021.0,AMAROK V6 HIGH AD4
IAV8G87,1983.0,GOL
RLP5G29,2021.0,TORO RANCH AT9 4X4
ATV1I86,2011.0,KA FLEX
MMJ0335,2013.0,UNO MILLE ECONOMY
MGG2683,2009.0,BIZ 125 ES
RLI8D20,2021.0,YS150 FAZER SED
NGV3C42,2007.0,L 1318
IVK0408,2012.0,SAVEIRO 1.6 CE
FNO5F09,2015.0,VOYAGE CL SB
QPS1860,2018.0,KWID ZEN 10MT
QHB2B56,2015.0,BIZ 125 EX
RAG1500,2019.0,RANGER LTDCD4A32C
MCH0A10,1998.0,S10 2.2 S
RLK6J29,2021.0,CB250F TWISTER A S
BDV8F51,2019.0,ACCELO 815
MLA6458,2012.0,J5
QJZ6G50,2019.0,S10 LTZ DD4A
QJH9501,2018.0,CAB 500 CA
MFR8061,2006.0,CG 150 TITAN KS
FOG9549,2017.0,CRETA 20A PRESTI
MGY1C90,2004.0,NXR125 BROS ES
QHG8H46,2015.0,XTZ250 LANDER
FCS3B41,2014.0,A250TURBOSPORT
MBB0399,1977.0,L 608 D
NPO4I43,2012.0,FIESTA SE HA
EJB2I77,2009.0,PUNTO ELX 1.4
LXC3490,1989.0,T112 HW 4X2
RAG9J47,2019.0,NOVA SAVEIRO RB MBVS
APM7013,2007.0,BIZ 125 ES
MCP6662,2002.0,CORSA MILENIUM
MMK0979,2011.0,118I 1A31
MHT2574,2010.0,M.AMARAL AMC 1E
MIV4526,2011.0,HILUX CD4X4 SRV
CSE7950,1999.0,SCENIC RXE 2.0
MDW8931,2006.0,STILO FLEX
APU3753,2008.0,GOL 1.0
MEH8792,2004.0,C100 BIZ ES
LXZ5906,1992.0,MONZA SL
DAJ0255,2001.0,206 SELECTION
ARI4228,2009.0,KA FLEX
